Industry  Industry name,Variance  Full Year Net Profit Variance,Equity  Latest Equity,Face Value  Latest Face Value,Reserves  Total Reserve,Dividend  Full Year Dividend %,Sales Turnover  Full Year Net Sales,Net Profit  Full Year Net Profit,Full Year CPS  Full Year Cash Per Share,Earning Per Share  Full Year Earning Per Share,Quarter CPS  Latest quarter Cash Per Share,Latest Quarter Date  Latest Quarter Yrc,Latest Quarter Sales  Latest Quarter Net Sales,Previous EPS  Previous earnings per share,Book Value  Book value,Networth  Full Year Return on Networth,Price/Book Value  Price to Book value,Yearly PE ratio  Full Year Price to Earning per share,Yearly PC ratio  Full Year Price to Cash Per Share,Bse value  BSE Value in lakhs,Nse value  NSE Value in lakhs,High  52 week high,Low  52 week low,Price  NSE Current market price,CPM  Current market price,Market cap  BSE / NSE Market Cap,Net profit  Latest Quarter Net Profit,Net profit variance  Latest Quarter Net Profit variance,Result year  Trailing latest month,TTM Sales  Trailing Twelve 12 month Net Sales,TTM OP  Trailing Twelve 12 month Operating  Profit,TTM OPM  Trailing Twelve 12 month Operating  Profit  Margin,TTM GP  Trailing Twelve 12 month Gross  Profit,TTM GPM  Trailing Twelve 12 month Gross  Profit Margin,TTM NP  Trailing Twelve 12 month Net Profit,TTM NPV  Trailing Twelve 12 month Net Profit  Variane,TTM EPS  Trailing Twelve 12 month EPS,TTM PE  Trailing Twelve 12 month PE,TTM CPS  Trailing Twelve 12 month CPS,Month CPS  Month Cash Per Share,TTM Depreciation  Trailing Twelve 12 month  Depreciation,Equity  Latest Equity,LTP  Latest Price (BSE/NSE),Gross block  Latest Gross Block,Loans  Total loans,Advances  Latest Advances for Banks,Net profit asset  Latest Assets,Year OPM  Full Year Operating Profit Margin,Year GPM  Full Year Gross Profit Margin,Quarter OPM  Latest quater Operation Profit Margin,stock name
Power Generation & Distribution,69,97.38,1,1550.59,5,499.75,26.58,0.6,0.3,0.3,1-Jun-21,117.8,0,16.9,1.63,0.887574,0,0,0,6.15,21,0,15,0,1499.64,3.12,31,1-Jun-21,526.98,58.84,11.17,50.05,9.5,27.31,70,0.28,0,0,0,29.23,97.38,15,1072.22,73.86,0,0,13.9,10,5.9,DPSCLTD
Steel,45,13.57,10,109.09,0,466.11,24.08,19.4,17.7,7.3,1-Jun-21,142.11,0,90.4,18.48,2.356195,12,11,0,32.09,312,55,213,0,288.66,7.66,175,1-Jun-21,555.82,40.13,7.22,41.42,7.45,28.95,78,21.33,9.98,0,0,2.28,13.57,213,26.48,2.61,0,0,7.1,7.4,7.6,DPWIRES
Miscellaneous,0,28,10,1374.12,0,763.76,-172.41,0,0,0,1-Jun-21,118.98,0,500.8,0.35,0.708866,0,0,65.39,293.34,475,228,356,355,994.98,-22.72,0,1-Jun-21,715.29,-70.46,-9.85,-86.02,-12.03,-206.59,0,0,0,0,0,118.8,28,355,3321.27,140.4,0,0,-4.5,-6.7,7.1,DREDGECORP
Construction,0,7.04,10,1.76,0,9.05,0.01,0.1,0,0,,0,0,12.5,-1.03,0.72,0,0,0,0.54,9,8,9,0,6.34,-0.02,89,1-Mar-21,9.05,0.08,0.9,0.06,0.7,0.01,0,0,0,0,0,0.05,7.04,9,0.48,0.06,0,0,0.9,0.7,0,DRL
Pharmaceuticals,-4,83.19,5,17755.2,500,19047.5,1954.44,191.3,117.5,0,1-Jun-21,4919.4,0,1072.2,11.74,4.56911,41.7,25.6,2013.47,21071.65,5614,4136,4899,4899,81516.85,380.4,-36,1-Jun-21,18129.8,2937.9,16.2,3759.2,19.3,1609.1,-10.63,104.42,46.92,0,0,1169.8,83.19,4899,18555.7,2694.5,0,0,20.3,21.6,14.9,DRREDDY
Engineering,150,8.22,10,17.35,0,30.78,2.16,3.3,2.6,0,,0,0,31.1,3.77,0.803859,9.6,7.6,0,8.96,25,6,25,0,20.43,0.02,0,1-Mar-21,30.78,4.26,13.8,3.34,10.9,2.16,150,2.6,9.6,0,0,0.53,8.22,25,9.09,5.05,0,0,13.8,10.9,0,DSML
IT - Software,49,10.13,10,39.46,5,435.94,8.54,9.7,8.4,0,1-Jun-21,146.18,0,48.9,16.57,2.576687,15,13,4.21,20.64,175,25,125,126,128.08,3.24,128,1-Jun-21,298.42,15.06,5.05,15.23,2.91,5.94,76.15,10.22,12.37,0,0,1.06,10.13,126,6.54,2.2,0,0,4.2,2.9,4.1,DSSL
Plantation & Plantation Products,781,10.51,10,844.07,0,376.73,41.89,58.6,39.9,0,1-Jun-21,81.68,0,813.3,4.99,0.344276,7,4.8,6.23,16.37,405,150,280,280,294.37,26,74,1-Jun-21,335.45,24.69,7.36,68.07,17.21,21.69,6981.32,51.77,5.41,0,0,19.79,10.51,280,850.01,0,0,0,12.6,16,26.5,DTIL
IT - Software,0,17.67,1,28.8,0,341.95,0.42,0,0,0,1-Jun-21,94.08,0,2.6,0,4.230769,467.7,287.2,1.87,6.14,18,4,11,11,197.7,-0.8,-53453,1-Mar-21,0,0,0,0.8,0.23,0,0,0.02,0,0,0,0,17.67,11,0,0,0,0,3.8,0.2,2.1,DUCON
Petrochemicals,8,35.02,10,1315.86,40,762.3,56.4,17.4,16.1,0,1-Dec-19,27.36,0,385.7,4.32,0.145191,3.5,3.2,0.74,2.47,104,43,56,56,195.94,-13.53,-81,1-Dec-19,83.17,-86.08,-103.51,-42.71,-51.36,-13.32,0,0,0,0,0,15.81,35.02,56,41.6,10.22,0,0,-0.3,4.4,-69.2,DVL
Sugar,25,18.83,1,560.08,125,1838.85,91.62,7,4.9,3.6,1-Jun-21,392.22,0,30.7,17.23,2.28013,14.3,9.9,40.63,574.71,84,23,70,70,1317.17,27.1,50,1-Jun-21,1790.71,209.74,11.71,171.09,9.55,100.62,40,5.34,13.1,0,0,41.07,18.83,70,927.29,2.52,0,0,11,8.7,14.9,DWARKESH
Capital Goods-Non Electrical Equipment,-156,6.34,10,362.42,0,1118.2,-21.89,87.8,-34.5,0,1-Jun-21,320.41,0,581.5,-5.9,3.950129,-66.5,26.2,24.23,659.29,2490,650,2299,2297,1456.41,2.52,115,1-Jun-21,1104.89,129.95,11.76,88.71,6.98,8.81,-118.93,0,0,0,0,87.69,6.34,2297,969.65,185.14,0,0,11.4,5.5,11.4,DYNAMATECH
Chemicals,34,11.33,10,131.06,15,182.27,24.18,24.3,21.3,0,1-Dec-20,54.45,0,125.7,20.47,4.144789,24.4,21.4,110.32,1313.38,537,97,523,521,590.33,8.28,66,1-Dec-20,177.12,38.59,21.79,42.45,22.53,27.41,41.17,27.11,19.22,0,0,3.42,11.33,521,65.6,0,0,0,19.9,19.5,22.9,DYNPRO
IT - Software,87,14.48,10,9.17,0,35.3,-1.44,7.6,0,0,,0,-0.1,16.3,0,3.067485,0,6.5,0,1.97,61,25,50,0,71.65,-0.08,98,1-Mar-21,35.3,10.88,30.8,10.97,31.1,-1.44,87,0,0,0,0,12.41,14.48,50,75.15,3.8,0,0,30.8,31.1,0,E2E
Textiles,-2,15.79,2,-38.06,0,90.67,1.07,0.7,0.1,0,1-Jun-21,24.32,0,-2.8,0,-1.428571,0,0,0.61,1.51,5,1,4,4,29.92,0.49,0,1-Jun-21,109.15,8.32,7.62,8.43,7.72,4.04,0,0.51,0,0,0,4.39,15.79,4,82.83,24.99,0,0,6.4,6.4,5.1,EASTSILK
Capital Goods - Electrical Equipment,16,6.16,2,158.56,0,18.84,-18.01,0,0,0,1-Mar-19,6.22,0,53.5,0,0.037383,0,0,0.11,1.26,3,2,2,2,7.67,-7.67,-11,1-Mar-19,18.84,-8.93,-47.4,-13.53,-71.8,-18.01,16,0,0,0,0,4.47,6.16,2,96.96,63.96,0,0,-47.4,-71.8,-7.1,EASUNREYRL
IT - Software,41,34.89,10,1466.81,10,1564.49,282.56,104.4,81,0,1-Jun-21,486.26,0,430.4,15.55,5.209108,27.7,21.5,59.61,707.28,2395,660,2240,2242,7823.29,91.31,76,1-Jun-21,1423.72,364.08,25.57,517.51,30.19,238.05,45.78,92.32,24.29,0,0,73,34.89,2242,713.96,156.6,0,0,28.6,29.5,29,ECLERX
Finance,113,93.68,1,6487.9,145,10775.02,265.34,5.6,2.8,0,1-Jun-21,1625.53,0,70.3,4,1.13798,28.2,14.3,169.09,1553.85,101,50,80,80,7499.45,18.09,107,1-Jun-21,8629.07,1464.37,16.97,601.02,6.65,-2522.01,121.82,5.64,14.19,0,0,249.26,93.68,80,2234.44,19004.23,0,0,38.7,3.8,47.7,EDELWEISS
Computer Education,-174,24.49,2,-2670.31,0,64.45,-888.55,0,0,0,,0,0,-216.1,0,-0.013882,0,0,0.96,0.41,5,2,3,3,37.23,-76.61,10,1-Mar-18,64.45,-837.73,-99.9,-873.77,-99.9,-888.55,-174,0,0,0,0,14.78,24.49,3,98.07,55.03,0,0,-99.9,-99.9,0,EDUCOMP
Automobile,-26,27.34,1,11410.75,1700,8720.35,1347.96,65.8,49.3,0,1-Jun-21,1942.84,0,418.4,12.58,6.694551,56.8,42.6,3617.28,64827.86,3036,2016,2803,2801,76591.55,237.13,530,1-Jun-21,7461.91,1416.03,18.98,2640.74,26.96,1091.14,24.14,59.96,46.72,0,0,407.14,27.34,2801,4048.91,61.84,0,0,20.4,25.8,16.7,EICHERMOT
Sugar,10,17.71,1,4565.31,0,18587.45,515.92,47.9,29.1,0,1-Jun-21,4354.49,0,258.8,24.68,1.580371,14,8.5,87.33,525.31,470,260,409,409,7240.83,132.61,352,1-Jun-21,18305.02,2417,13.2,1971.18,10.49,661.13,18.26,35.05,11.66,0,0,336,17.71,409,6075.18,609.83,0,0,10.8,10.1,10,EIDPARRY
FMCG,273,24.8,10,36.93,0,98.23,1.33,1.6,0.5,0,,0,-0.8,24.9,0.59,3.293173,0,51.9,0,0.66,129,65,82,0,203.36,-1.97,0,1-Mar-21,98.23,6.41,6.5,4.11,4.2,1.33,273,0.5,0,0,0,2.59,24.8,82,45.89,2.06,0,0,6.5,4.2,0,EIFFL
Hotels & Restaurants,0,30.47,10,288.28,0,101.29,-21.67,0,0,0,1-Jun-21,12.74,0,104.6,-6.53,3.059273,0,0,0.34,45.77,406,207,320,320,975.34,-9.78,36,1-Jun-21,111.03,-12.73,-11.47,-11.15,-10.04,-16.26,0,0,0,0,0,16.7,30.47,320,367.23,2.21,0,0,-17.4,-14.9,-104.2,EIHAHOTELS
Hotels & Restaurants,-339,125.07,2,2979.38,0,497.08,-365.01,-3.7,-5.8,0,1-Jun-21,95.93,0,49.6,-12.03,2.137097,-18.2,-28.5,33.51,428.33,123,72,106,106,6653.87,-113.23,24,1-Jun-21,1021.65,-55.23,-5.41,-295.74,-52.5,-139.64,-12012.59,0,0,0,0,141.53,125.07,106,3617.09,243.95,0,0,-71.5,-69,-123.8,EIHOTEL
Capital Goods-Non Electrical Equipment,20,5.77,10,321.54,50,125.84,11.33,32.3,19.6,0,1-Jun-21,14.96,0,567.3,3.49,0.715671,20.7,12.6,2.09,18.3,540,290,406,406,233.97,1.74,-66,1-Jun-21,124.21,7.75,6.24,16.78,14.16,11.89,-41.6,13.76,29.47,0,0,6.4,5.77,406,147.95,0.86,0,0,8.6,17.2,4.1,EIMCOELECO
Packaging,1599,22.44,2,605.82,15,949.13,69.77,9.4,6.2,0,1-Jun-21,335.02,0,56,0.62,2.107143,19,12.6,100.46,475.89,162,26,117,118,1322.93,57.27,819,1-Jun-21,807.69,114.19,14.14,263,23.64,27.5,2467.81,9.97,11.83,0,0,40.33,22.44,118,872.74,56.4,0,0,17.1,19.1,26.5,EKC
Capital Goods-Non Electrical Equipment,-36,22.44,2,896.81,20,1044.71,57.77,9.8,5.1,0,1-Jun-21,292.54,0,81.9,6.5,2.075702,33,17.4,206.35,1195.4,184,22,170,170,1902.91,27.27,232,1-Jun-21,949.03,124.44,13.11,197.91,16.46,80.81,53.77,9.41,18.02,0,0,54.9,22.44,170,1113.61,49.33,0,0,17.8,12.8,20.1,ELECON
"Castings, Forgings & Fastners",-75,43.3,1,2825.34,25,3470.56,45.25,3.2,1,0,1-Jun-21,1096.89,0,66.3,3.27,0.527903,33.5,11.1,17.53,96.81,42,14,36,35,1534.82,45.5,220,1-Jun-21,2485.16,21.71,0.87,187.76,4.43,90.7,109.52,4.09,8.67,0,0,59.97,43.3,35,3239.15,135.05,0,0,5.4,1,14.5,ELECTCAST
Steel,-99,12.74,10,-1176.67,0,3199.92,2,106.9,1.6,0,1-Dec-20,746.84,0,-913.4,0.28,-0.137946,80.3,1.2,0.58,12.52,198,88,126,126,160.11,46.98,536,1-Dec-20,2382.42,23.39,0.98,64.6,2.68,-110.28,-164.66,0,0,0,0,134.36,12.74,126,1395.83,14.61,0,0,3.5,4.9,12.5,ELECTHERM
Capital Goods-Non Electrical Equipment,142,31.69,1,843.74,80,1923.77,102.19,5.6,3.2,0,1-Jun-21,489.44,0,27.6,12.51,7.246377,62,35.9,33.02,218.25,244,103,199,200,6325.5,12.02,238,1-Jun-21,1684.41,134.22,7.97,257.54,12.11,38.42,632.23,3.89,51.31,0,0,70.03,31.69,200,882.93,233.33,0,0,11.3,11.8,6.6,ELGIEQUIP
Plantation & Plantation Products,0,5.01,1,269.39,0,151.05,8.93,3.2,1.8,1.9,1-Jun-21,29.64,0,54.8,3.73,0.711679,21.8,12.3,0,21.41,47,15,39,0,196.64,2.38,0,1-Jun-21,156.99,9.23,5.88,21.12,13.45,11.61,0,2.32,16.83,0,0,7.43,5.01,39,108.95,30.39,0,0,5.2,11.8,6.5,ELGIRUBCO
FMCG,54,44.45,1,1718.2,800,2880.53,454.7,18.5,10.2,0,1-Jun-21,660.95,0,39.7,15.5,15.239295,59.1,32.7,158.18,3090.26,621,334,606,605,26913.08,77.79,96,1-Jun-21,2561.48,725.62,28.33,990.1,32.35,331.97,59.23,11.09,54.59,0,0,360.21,44.45,605,2992.08,109.09,0,0,30.5,32.5,25.4,EMAMILTD
Paper,0,12.1,2,283.84,0,1216.27,-18.94,8.8,0,17.2,1-Jun-21,428.91,0,48.9,-7.36,3.517382,0,19.5,9.22,99.68,215,61,172,172,1039.09,31.99,0,1-Jun-21,1439.18,223.98,15.56,157.42,10.94,20.33,761,3.36,51.19,0,0,71.76,12.1,172,1558.23,141.09,0,0,14.6,8.5,18.9,EMAMIPAP
Realty,-23930,5.59,2,52.3,0,895.55,-114.28,-40.1,-40.9,0,1-Dec-20,53.33,0,20.7,0,2.077295,-1.1,-1.1,3.37,24.39,74,23,43,43,120.7,-20.24,80,1-Dec-20,336.12,-27.31,-8.12,-20.91,-10.39,-94.31,85.58,0,0,0,0,1.87,5.59,43,55.38,1564.29,0,0,1.7,-18.8,60.4,EMAMIREAL
Real Estate Investment Trusts,-6,947.89,10,-2059.06,7,2457.44,690.15,13.3,7.3,0,1-Jun-21,737.64,0,-11.7,2.7,-31.538462,50.7,27.7,64.25,2624.1,395,302,369,369,34939.36,204.91,0,1-Jun-21,2145.59,1535.73,71.58,1405.14,54.43,748.06,-6.52,7.37,50.01,0,0,481.74,947.89,369,38661.24,0,0,0,75.3,53.9,77.5,EMBASSY
Capital Goods - Electrical Equipment,0,13.58,2,-1938.11,0,5.93,-272.1,0,0,0,1-Mar-21,1.78,0,-283.4,0,-0.007057,0,0,0.18,0.6,3,1,2,2,13.72,-78.51,87,1-Mar-21,5.93,-16.55,-99.9,-271.19,-99.9,-272.1,0,0,0,0,0,0,13.58,2,267.59,0,0,0,-99.9,-99.9,-764.6,EMCO
Stock/ Commodity Brokers,189,24.62,10,141.78,10,163.38,11.13,7.6,4.5,0,1-Jun-21,55.58,0,67.6,7.41,1.789941,26.8,15.9,16.04,104.09,140,48,121,121,297.27,9.77,10519,1-Jun-21,140.29,5.13,3.65,37.82,20.5,-5.36,287.75,8.45,14.29,0,0,7.92,24.62,121,47.84,1.69,0,0,17.6,15.3,31.1,EMKAY
Engineering,68,10.67,10,135.08,0,57.11,23.83,25.5,22.3,0,,0,5.7,136.6,17.81,1.171303,7.2,6.3,0,0.96,205,63,160,0,170.74,6.06,-27,1-Mar-21,57.11,23.13,40.5,32.42,56.8,23.83,68,22.3,7.2,0,0,3.37,10.67,160,54.56,0,0,0,40.5,56.8,0,EMKAYTOOLS
Packaging,-48,17.69,10,117.47,4,273.99,7.67,8.4,4.3,6.6,1-Jun-21,104.16,0,76.4,12.02,1.413613,25,12.8,6.63,64.96,125,68,107,108,190.52,4.47,322,1-Jun-21,327.34,33.66,10.28,22.02,6.73,11.09,-9,6.27,17.23,0,0,7.58,17.69,108,165.86,2.81,0,0,10.4,6.3,10.7,EMMBI
Auto Ancillaries,-6,140.66,10,3421.45,60,6547.02,521.3,65.4,37.1,0,1-Jun-21,1693.67,0,253.2,15.82,6.366509,43.5,24.6,36.67,1118.55,1820,976,1612,1612,22679.77,117.83,573,1-Jun-21,5610.54,854.26,15.23,1220.6,15.98,373.12,78.97,47.72,33.79,0,0,405.83,140.66,1612,4579.35,531.1,0,0,15.7,16,12.6,ENDURANCE
Power Generation & Distribution,-55,47.5,10,41.92,0,31.29,-4.78,1.2,-1,0,1-Jun-21,8.67,0,18.8,0,0.531915,-9.9,8.5,0.45,1.44,17,5,10,10,46.31,-0.48,89,1-Jun-21,30.59,15.84,51.78,4.18,11.94,3.73,-3.29,0,0,0,0,10.43,47.5,10,225.99,50.35,0,0,53.3,0.4,70.5,ENERGYDEV
Infrastructure Developers & Operators,-21,281.02,5,1469.69,40,3144.17,335.52,6.4,6,0,1-Jun-21,746.08,0,31.1,18.27,2.315113,12.1,11.3,147.38,647.36,94,61,72,72,4043.89,2.68,-94,1-Jun-21,2930.32,304.74,10.4,436.71,12.79,367.41,-48.75,3.15,22.84,0,0,23.77,281.02,72,390.18,4.92,0,0,6.2,12.1,14.3,ENGINERSIN
Entertainment,-586,47.67,10,754.39,10,269.49,-38.91,12.7,-8.2,0,1-Jun-21,41.24,0,168.3,0.86,1.200238,-24.7,16,15.57,161.32,227,137,202,202,964.6,-29.44,22,1-Jun-21,380.77,32.02,8.41,-47.43,-17.32,-55.99,11.12,0,0,0,0,104.09,47.67,202,1129.43,0,0,0,-20.6,-20.5,-43.8,ENIL
Finance,131,341.79,10,2732.36,30,3734.99,473.24,17.6,13.8,0,1-Jun-21,944.64,0,89.9,17.54,1.368187,8.9,7,35.15,626.15,138,40,124,123,4214.27,11.24,-78,1-Jun-21,3186.2,1737.11,54.52,733.3,18.82,244.44,135.3,12.71,9.7,0,0,137.43,341.79,123,795.17,20446.66,0,0,57.4,21,44.2,EQUITAS
Pharmaceuticals,21,13.59,1,1562.84,550,1211.86,352.8,29.1,26,0,1-Jun-21,343.66,0,116,24.72,6.603448,29.5,26.3,71.39,677.15,819,470,765,766,10405.79,106.66,20,1-Jun-21,1119.19,382.73,34.2,464.09,37.18,316.27,23.65,27.44,27.91,0,0,47.96,13.59,766,1005.8,0.01,0,0,35.5,36.1,36.8,ERIS
Entertainment,-207,95.88,10,944.09,0,261.97,-158.98,-15.5,-16.6,0,1-Jun-21,19.65,0,108.5,11.07,0.165899,-1.1,-1.2,14.27,84.76,37,17,18,18,168.28,-40.87,-43,1-Jun-21,523.99,-1750.21,-334.02,-177.81,-74.11,77.83,-287.01,0,0,0,0,11.76,95.88,18,6742.31,105.5,0,0,-70.1,-62.1,-191.8,EROSMEDIA
Capital Goods-Non Electrical Equipment,-18,15.39,10,243.83,440,681.16,58.32,45.5,37.9,0,1-Jun-21,181.18,0,168.4,19.86,12.511876,55.6,46.3,19.47,179.81,2350,1290,2116,2107,3242.6,20.35,184,1-Jun-21,738.03,101.1,13.7,108.21,14.66,71.5,16,46.46,45.35,0,0,11.37,15.39,2107,141.82,3.39,0,0,12.2,13.3,15.5,ESABINDIA
Automobile,82,134.83,10,5227.01,75,7014.42,868.66,73.2,64.4,0,1-Jun-21,1701.79,0,397.7,21.41,3.321599,20.5,18,860.87,15212.54,1468,1078,1322,1321,17813.67,178.19,93,1-Jun-21,5779.31,811.21,14.04,1395.71,18.3,602.1,97.54,70.99,18.61,0,0,110.81,134.83,1321,2942.17,58.07,0,0,16.1,18.1,13.3,ESCORTS
Shipping,-213,206.98,10,-5020.12,0,458.88,-597.02,-20.4,-28.8,0,1-Jun-21,138.32,0,-232.5,0,-0.043011,-0.3,-0.5,1.07,5.78,13,7,10,10,209.25,-129.59,-42,1-Jun-21,877.28,-1338.97,-152.63,-650.74,-143.83,-386.34,-150.12,0,0,0,0,173.43,206.98,10,4124.39,1568.03,0,0,1.6,-97.2,-197.4,ESSARSHPNG
Packaging,0,41.7,5,465.42,68,991.76,137.49,20.7,16.5,0,1-Jun-21,318.92,0,60.8,1.65,2.351974,8.7,6.9,158.09,697.29,165,63,143,143,1193.36,36.93,26,1-Jun-21,770.82,-4.82,-0.63,231.26,20.61,4.6,0,17.39,8.23,0,0,32.36,41.7,143,805.02,0,0,0,23.3,22.2,19.4,ESTER
Dry cells,543,36.34,5,208.57,0,1248.99,313.83,46.9,43.2,0,1-Jun-21,282.14,0,33.7,10.49,10.059347,7.9,7.2,56.64,1205.81,403,128,339,339,2461.31,30.13,21,1-Jun-21,1177.53,179.72,15.26,-449.2,-35.43,112.44,340.91,44.49,7.61,0,0,28.16,36.34,339,426.61,53.83,0,0,-32.6,-36.4,20.6,EVEREADY
Cement - Products,309,15.64,10,492.86,75,1217.92,56.71,52.4,36.3,0,1-Jun-21,354.93,0,325.1,11.73,1.374962,12.3,8.5,11.63,154.78,534,193,446,447,698.54,20.35,-3,1-Jun-21,1157.36,73.65,6.36,116.57,9.28,34.37,467.48,35.7,12.51,0,0,24.32,15.64,447,466.23,8.3,0,0,9.2,9.6,9.9,EVERESTIND
IT - Software,130,94.05,10,78.08,0,7.62,0.81,0.1,0.1,0,1-Jun-21,0,0,18.3,0.46,0.163934,34.7,27.5,1.18,3.91,4,1,3,3,30.94,-1.21,-388,1-Jun-21,7.35,-4.43,-60.24,0.11,1.51,-2.18,94.18,0,0,0,0,0.23,94.05,3,22.87,0,0,0,-6.9,14.2,0,EXCEL
Chemicals,-26,6.29,5,845.26,225,749.47,71.09,78.1,56.5,0,1-Jun-21,231.91,0,677.4,13.72,1.613522,19.3,14,68.46,303.89,1289,777,1092,1093,1373.35,21.43,161,1-Jun-21,649.36,90.62,13.96,146.3,17.25,53.61,9.63,67.06,16.29,0,0,26.36,6.29,1093,444.26,11.67,0,0,16.1,17.1,14,EXCELINDUS
Auto Ancillaries,3,85,1,7187.27,200,15296.89,810.03,14.6,9.5,0,1-Jun-21,3542.63,0,85.6,11.69,2.219626,19.9,13,10046.6,135215.06,221,154,190,190,16111.75,32.88,408,1-Jun-21,13565.82,1217.92,8.98,1584.33,9.71,627.77,38.09,10.04,18.88,0,0,427.88,85,190,5422.13,376.92,0,0,10.4,9.9,5.9,EXIDEIND
IT - Software,10,10.25,10,168.91,0,269.4,39.89,44.6,38.9,0,1-Dec-20,72.11,0,174.7,27.42,2.993703,13.4,11.7,4.8,84.2,643,125,524,523,535.85,12.61,22,1-Dec-20,293.13,64.44,21.98,76.04,25.6,51.17,51.46,52.11,10.03,0,0,5.37,10.25,523,43.24,0,0,0,19.5,22.2,19,EXPLEOSOL
Fertilizers,9997,647.07,10,-822.06,0,3258.82,351.98,5.8,5.4,0,1-Jun-21,742.14,0,-2.7,0.48,-46.296296,23,21.6,27.29,159.66,153,39,125,125,8098.11,39.8,327,1-Jun-21,3086.4,384.53,12.46,434.69,12.6,1115,520.21,6.33,19.77,0,0,18.89,647.07,125,379.01,0,0,0,16.9,11.5,11.4,FACT
Chemicals,105,22.15,2,187.19,15,218.51,42.59,4,3.8,0,1-Jun-21,63.28,0,18.9,23.51,5.820106,28.6,27.6,354.4,2252.77,120,29,110,110,1223.22,9.47,21,1-Jun-21,180.77,16.44,9.1,60.45,24.05,29.35,65.54,4,27.61,0,0,1.31,22.15,110,64.27,0.06,0,0,18.6,26.2,15.5,FCL
Trading,-236,1192.22,6,-592.2,0,1184.51,-442.63,-1.9,-2.2,0,1-Jun-21,305.51,0,3,0,2.333333,-3.1,-3.6,68.2,228.86,13,6,7,7,1347.21,-31.53,54,1-Jun-21,2490.46,-303.18,-12.17,-371.24,-33.46,-281.23,-117.79,0,0,0,0,65.72,1192.22,7,1162.96,35.27,0,0,-29.8,-34.1,-3.4,FCONSUMER
IT - Software,99,170.96,1,2.26,0,34.06,-0.12,0,0,0,1-Jun-21,8.39,0,1,0,2,-2965.4,76,19.77,62.5,3,0,2,2,266.69,0.25,-80,1-Jun-21,37.94,-3.08,-8.13,-8.56,-26.09,-12.83,93.35,0,0,0,0,11.91,170.96,2,599.47,0.1,0,0,-21.5,-20.4,17.2,FCSSOFT
Pharmaceuticals,29,16.88,1,1717.25,0,1333.2,303,20.2,17.9,0,1-Jun-21,447.47,0,102.7,16.03,3.310613,18.9,16.8,7.89,256.16,405,260,340,340,5746.3,97.87,7,1-Jun-21,1334.13,323.32,24.23,433.15,29.42,309.46,12.53,18.36,18.54,0,0,37.61,16.88,340,844.97,5.79,0,0,24.9,31.9,25.8,FDC
Banks,5,420.28,2,16993.27,35,14314.08,1663.01,8.5,7.9,0,1-Jun-21,3524.98,0,82.9,10.52,1.001206,10.5,9.8,493.38,9721.11,92,45,83,83,17410.28,356.76,-13,1-Jun-21,14152.42,8661.23,61.2,2142.05,15.01,1505.61,-0.24,7.67,10.8,0,0,0,420.28,83,1580.82,172186.1,135514.41,0,61.5,16.2,52.9,FEDERALBNK
Retail,-332,90.99,2,2826.8,0,1422.14,-1121.79,-7.5,-24.7,0,1-Jun-21,435.97,0,64.1,3.37,0.140406,-0.4,-1.2,11.58,29.5,22,8,9,9,432.75,-295.15,0,1-Jun-21,2668.36,465.19,17.43,-547.35,-32.61,-843.5,-106.9,0,0,0,0,963.79,90.99,9,10183.91,175.71,0,0,11.8,-32.1,10.6,FEL
Auto Ancillaries,-35,13.16,10,556.19,160,1221.16,48.88,80.6,37.1,0,1-Jun-21,272.25,0,432.6,8.57,2.457235,28.6,13.2,1228.17,5176.86,1183,470,1072,1063,1398.69,10.9,142,1-Jun-21,1080,108.82,10.08,169.33,11.98,48.88,135.54,65.07,16.33,0,0,54.74,13.16,1063,949.51,25.09,0,0,10.7,10,11.4,FIEMIND
Textiles,36,44.49,2,718.3,20,2227.15,165.83,10.1,7.5,0,1-Jun-21,698.91,0,34.3,22.77,2.623907,11.9,8.9,160.93,2834.2,118,23,89,90,1991.06,51.06,0,1-Jun-21,2781.05,454.71,16.35,411.82,14.81,244.87,233,11.01,8.18,0,0,58.79,44.49,90,1311.7,61.78,0,0,15.6,13.4,14.5,FILATEX
Cables,18,30.59,2,3383.92,275,2768.11,461.46,32.7,30.2,0,1-Jun-21,675.36,0,223.3,13.62,2.118227,15.7,14.5,58.42,783.28,557,257,473,473,7238.62,86.9,95,1-Jun-21,2370.33,306.32,12.92,728.31,23.75,314.09,48.84,32.95,14.36,0,0,39.02,30.59,473,602.84,7.94,0,0,13.4,24.2,10.4,FINCABLES
Chemicals,-27,15.33,5,716.06,220,1133.22,120.31,54.5,39.2,0,1-Jun-21,357.57,0,238.5,17.82,12.830189,78,56.2,538.22,4707.88,3565,2130,3061,3060,9382.41,35.91,25,1-Jun-21,1024.47,218.37,21.32,214.26,17.13,130.02,-18.12,41.62,73.53,0,0,47.29,15.33,3060,443.57,0,0,0,17.5,18.4,14.4,FINEORG
Plastic products,122,124.1,2,3014.86,200,3462.82,738.24,13.2,11.9,0,1-Jun-21,965.72,0,50.6,28.79,3.379447,14.4,13,107.19,1520.93,199,98,171,171,10619.46,145.52,157,1-Jun-21,2613.36,475.5,18.19,1192.11,30.83,336.74,161.43,13.32,12.85,0,0,75.81,124.1,171,2390.72,69.39,0,0,28.6,30.9,21.5,FINPIPE
